band_index,wavelength_nm,mean,std,valid_ratio
348,2116.65,0.19680151,0.08764133,0.7388568188201117
349,2121.63,0.19601844,0.08691472,0.7388568188201117
350,2126.6,0.19882177,0.0876879,0.7388568188201117
351,2131.58,0.20073195,0.087789446,0.7388568188201117
352,2136.56,0.20135537,0.08775278,0.7388568188201117
353,2141.53,0.20235634,0.08790649,0.7388568188201117
354,2146.51,0.20243272,0.08788263,0.7388568188201117
355,2151.48,0.19730295,0.08634133,0.7388568188201117
356,2156.46,0.19775435,0.08603298,0.7388568188201117
357,2161.43,0.19904599,0.08642163,0.7388568188201117
358,2166.41,0.19922026,0.08627936,0.7388568188201117
359,2171.38,0.20073211,0.08681561,0.7388568188201117
360,2176.35,0.19920745,0.08623324,0.7388568188201117
361,2181.33,0.1985709,0.08581674,0.7388568188201117
362,2186.3,0.19297975,0.08387123,0.7388568188201117
363,2191.27,0.19865008,0.08549683,0.7388568188201117
364,2196.24,0.19675389,0.08496993,0.7388568188201117
365,2201.22,0.19929704,0.085925736,0.7388568188201117
366,2206.19,0.1990117,0.085826576,0.7388568188201117
367,2211.16,0.20138212,0.08637104,0.7388568188201117
368,2216.13,0.20008639,0.085855104,0.7388568188201117
369,2221.1,0.20182396,0.086498775,0.7388568188201117
370,2226.07,0.2012796,0.08622473,0.7388568188201117
371,2231.04,0.2034681,0.087355845,0.7388568188201117
372,2236.01,0.20107262,0.08670951,0.7388568188201117
373,2240.98,0.19964488,0.086457185,0.7388568188201117
374,2245.95,0.19666302,0.085687496,0.7388568188201117
375,2250.92,0.19532885,0.08553203,0.7388568188201117
376,2255.89,0.1938567,0.085297026,0.7388568188201117
377,2260.86,0.19205825,0.08510466,0.7388568188201117
378,2265.82,0.18759064,0.08363205,0.7388568188201117
379,2270.79,0.18602282,0.083603635,0.7388568188201117
380,2275.76,0.18774383,0.085025504,0.7388568188201117
381,2280.73,0.18687536,0.08524707,0.7388568188201117
382,2285.69,0.18512192,0.08504048,0.7388568188201117
383,2290.66,0.18138403,0.08395648,0.7388568188201117
384,2295.62,0.17586516,0.08221868,0.7388568188201117
385,2300.59,0.17926545,0.084343985,0.7388568188201117
386,2305.56,0.17864476,0.08462041,0.7388568188201117
387,2310.52,0.17326099,0.08287551,0.7388568188201117
388,2315.49,0.17480765,0.08406781,0.7388568188201117
389,2320.45,0.16665757,0.081045456,0.7388568188201117
390,2325.41,0.1645004,0.080594406,0.7388568188201117
391,2330.38,0.16867839,0.08281642,0.7388568188201117
